STATION,DATE,TAVG,TMIN,TMAX,AWND,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,2010/12/22,,31,42,10.96,17.9,1,,,,,,,1,,,,1,,,1,,1,,,
USW00014765,2010/12/23,,31,38,14.09,23,,,,,,,,1,,,,,,,1,,1,,,
USW00014765,2010/12/24,,27,39,9.17,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010/12/25,,20,33,2.46,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010/12/26,,23,28,17.45,38,1,1,,,,,,1,1,,,,,,1,,1,,,1
USW00014765,2010/12/27,,20,31,23.49,40,1,,,,,,,1,1,,,1,,,1,,1,,,1
USW00014765,2010/12/28,,18,34,14.76,31.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010/12/29,,23,37,6.93,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2010/12/30,,21,42,4.47,8.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2010/12/31,,22,51,4.47,10.1,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2011/1/1,,29,54,3.58,8.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/1/2,,35,50,4.47,21,1,1,,,,,,,,,,,,,1,,1,,,
USW00014765,2011/1/3,,24,35,10.74,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/4,,21,39,6.93,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/5,,24,40,8.05,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/6,,17,33,2.46,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/7,,21,36,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/8,,28,33,7.61,16.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2011/1/9,,25,34,14.76,21.9,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2011/1/10,,23,34,9.62,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/11,,19,32,3.8,10.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,2011/1/12,,25,33,18.57,31.1,1,1,1,1,,,,,1,,,,,,,,,,,
USW00014765,2011/1/13,,17,32,11.41,19.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,2011/1/14,,12,25,5.59,10.1,,,,,,,,,,,,,,,,,1,1,,
USW00014765,2011/1/15,,5,34,6.93,17.9,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,2011/1/16,,20,34,8.5,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/17,,13,22,6.04,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/18,,19,39,9.4,17.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2011/1/19,,33,41,8.05,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/1/20,,27,33,6.93,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/21,,20,31,12.08,23.9,1,,,1,,,,,,,,1,,,,,1,,,1
USW00014765,2011/1/22,,11,24,4.47,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/23,,3,23,8.5,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/24,,-2,16,6.04,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/1/25,,10,33,2.01,13,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2011/1/26,,12,34,9.84,25.9,1,1,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2011/1/27,,22,34,12.53,29.1,1,1,,1,,,,,1,,,,,,,,1,,,1
USW00014765,2011/1/28,,13,34,1.79,8.1,1,,,,,,,1,,,,1,,,,,1,,,
USW00014765,2011/1/29,,22,37,4.03,12.1,1,,,,,,,1,,,,1,,,,,1,,,
USW00014765,2011/1/30,,16,37,4.25,15,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/1/31,,14,28,5.14,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/1,,16,23,10.07,19.9,1,1,,1,,1,,,,,,,1,,,,1,,,
USW00014765,2011/2/2,,21,35,9.62,21,1,,,1,,1,,,,,,,1,,1,,1,,,
USW00014765,2011/2/3,,13,26,7.16,17,,,,,,,,,,,,,,,,,1,,,
USW00014765,2011/2/4,,12,34,8.28,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/5,,15,48,4.92,33.1,1,1,1,1,,,,,,,,,1,,,,,,,
USW00014765,2011/2/6,,31,44,11.41,28,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/2/7,,27,39,4.47,16.1,1,,,,,,,,,,,1,1,,1,,1,,,
USW00014765,2011/2/8,,17,38,12.3,33.1,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,2011/2/9,,12,29,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/10,,13,27,8.05,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/11,,6,30,6.26,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/12,,11,39,8.72,23.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,2011/2/13,,21,40,11.63,23,,,,,,,,,,,,,,,,,1,,,
USW00014765,2011/2/14,,37,52,13.2,28,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/2/15,,20,37,14.76,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/16,,17,39,6.71,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/17,,30,52,4.03,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/18,,34,60,7.61,25.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/2/19,,18,46,19.01,36,,,,,,,,,,,,,,,,,1,,,
USW00014765,2011/2/20,,16,38,12.08,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/21,,17,30,9.17,21.9,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2011/2/22,,13,38,10.07,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/23,,18,43,7.61,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/2/24,,16,41,6.26,15,,,,,,,,,,,,,,,1,,1,,,
USW00014765,2011/2/25,,30,52,10.51,40,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,2011/2/26,,28,38,8.5,17,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2011/2/27,,24,35,6.93,17.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2011/2/28,,25,51,9.84,23.9,1,1,,,,,,,,,,,,,1,1,1,,,
USW00014765,2011/3/1,,26,41,10.29,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/2,,24,48,16.11,30,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/3/3,,13,30,9.17,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/4,,18,35,7.38,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/5,,34,56,13.42,29.1,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/3/6,,45,63,15.43,31.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/3/7,,29,53,18.12,31.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/3/8,,25,46,6.49,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/9,,27,42,9.4,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/10,,35,46,11.18,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/3/11,,38,52,8.05,21.9,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/3/12,,35,54,10.07,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/13,,34,53,9.17,23.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/3/14,,28,41,6.04,13,,,,,,,,,,,,,1,,1,,1,,,
USW00014765,2011/3/15,,27,42,5.82,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/16,,33,49,5.37,15,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/3/17,,31,57,5.14,16.1,1,,,,,,,,,,,1,,,,,,,1,
USW00014765,2011/3/18,,41,73,12.97,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/19,,31,53,9.4,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/20,,28,46,6.93,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/21,,33,39,8.28,23.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2011/3/22,,35,46,13.2,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/23,,32,41,6.04,10.1,,,,1,,,,,,,,,1,,,,1,,,
USW00014765,2011/3/24,,30,42,10.74,21,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2011/3/25,,27,45,9.84,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/26,,23,41,12.08,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/27,,25,45,11.18,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/28,,27,48,12.53,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/29,,29,51,8.95,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/30,,30,54,7.83,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/3/31,,32,48,8.05,16.1,1,,,,,,,,,,,1,1,,1,,1,,,
USW00014765,2011/4/1,,33,42,12.97,23,1,,,,,,,,,,,,1,,1,,1,1,,
USW00014765,2011/4/2,,37,55,11.18,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/4/3,,37,56,11.86,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/4/4,,36,50,6.93,19.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/4/5,,39,60,18.12,36,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/4/6,,34,55,14.99,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/4/7,,33,53,5.82,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/4/8,,29,53,5.14,17.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2011/4/9,,30,54,6.71,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/4/10,,31,56,7.61,21,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/4/11,,46,62,10.96,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/4/12,,45,60,7.38,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/4/13,,44,50,9.4,19.9,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,2011/4/14,,43,66,7.61,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/4/15,,35,51,10.29,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/4/16,,31,50,12.3,33.1,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2011/4/17,,45,63,16.78,34.9,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2011/4/18,,39,62,9.62,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/4/19,,42,54,6.93,17,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/4/20,,41,54,5.59,14.1,1,1,,,,,,1,,,,1,,,1,,,,,
USW00014765,2011/4/21,,39,57,13.42,31.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/4/22,,35,54,7.38,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/4/23,,43,53,10.51,23.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/4/24,,50,78,4.25,14.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2011/4/25,,51,68,4.92,13,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/4/26,,50,75,10.29,21.9,1,1,,,,,,,,,,1,1,,,,,,,
USW00014765,2011/4/27,,59,73,12.53,29.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/4/28,,59,65,18.12,33.1,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,2011/4/29,,53,73,8.05,23,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/4/30,,46,62,8.05,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/5/1,,41,61,8.28,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/5/2,,39,68,6.49,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/5/3,,49,63,8.5,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/5/4,,47,64,8.05,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/5/5,,41,58,11.41,25.9,,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/5/6,,42,68,12.53,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/5/7,,48,68,8.95,25.1,,,1,,,,,,,,,,,,1,,,,,
USW00014765,2011/5/8,,50,67,9.62,23,,,,,,,,,,,,,1,,,,,,,
USW00014765,2011/5/9,,51,69,14.99,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/5/10,,49,58,17.45,25.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/5/11,,48,64,15.66,25.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/5/12,,48,60,11.18,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/5/13,,42,70,5.37,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/5/14,,45,58,8.05,17,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/5/15,,50,64,7.61,16.1,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,2011/5/16,,47,52,12.3,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/5/17,,48,53,12.3,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/5/18,,50,63,8.05,14.1,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/5/19,,54,70,6.93,14.1,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,2011/5/20,,54,70,4.47,14.1,1,1,1,,,,,1,,,,,1,,,,,,,
USW00014765,2011/5/21,,51,73,5.82,17,1,1,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/5/22,,49,59,8.5,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2011/5/23,,49,64,10.29,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/5/24,,63,78,8.05,21.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2011/5/25,,57,78,8.28,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/5/26,,55,73,6.04,19.9,1,1,,,,,,1,,,,,1,,,,,,,
USW00014765,2011/5/27,,60,80,6.93,17,1,1,,,,,,1,,,,,1,,,,,,,
USW00014765,2011/5/28,,63,77,9.4,21.9,1,,,,,,,,,,,1,1,,,,,,,
USW00014765,2011/5/29,,63,81,9.17,19.9,1,1,,,,,,,,,,1,,,,,,,,
USW00014765,2011/5/30,,66,86,5.37,16.1,1,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/5/31,,62,83,8.72,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/1,,61,80,11.86,23,1,1,1,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/6/2,,54,76,12.53,28,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/6/3,,50,71,10.29,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/4,,49,73,8.72,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/5,,46,69,6.04,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/6/6,,54,78,5.59,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/7,,54,87,4.47,15,1,,,,,,,,,,,,,,,,,,1,
USW00014765,2011/6/8,,64,92,5.14,17,1,,1,,,,,,,,,,,,1,,,,1,
USW00014765,2011/6/9,,67,89,8.72,33.1,1,,1,,,,,1,,,,,,,1,,,,,
USW00014765,2011/6/10,,63,81,7.38,17,,,,,,,,1,,,,,,,1,,,,,
USW00014765,2011/6/11,,55,64,7.83,17.9,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,2011/6/12,,53,60,10.51,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/6/13,,54,68,4.25,15,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/6/14,,54,64,8.5,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/6/15,,55,75,8.5,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/16,,53,86,7.83,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/17,,63,70,8.5,19.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/6/18,,63,84,6.71,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/6/19,,57,80,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/20,,54,81,5.14,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/21,,59,82,5.82,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/22,,66,71,3.8,13,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,2011/6/23,,60,69,9.84,17.9,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,2011/6/24,,59,69,8.5,15,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/6/25,,57,74,6.71,14.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/6/26,,63,76,4.92,16.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/6/27,,65,82,6.04,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/6/28,,65,80,6.04,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/6/29,,67,84,7.83,21,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2011/6/30,,61,82,8.05,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/7/1,,57,80,5.14,12.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/7/2,,63,81,6.26,17,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/7/3,,66,80,7.38,16.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2011/7/4,,67,87,7.16,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/7/5,,68,89,6.04,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/7/6,,67,90,7.16,19.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,2011/7/7,,70,89,5.82,12.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/7/8,,68,77,4.7,15,1,,1,,,,,,,,,,,,1,,,,,
USW00014765,2011/7/9,,67,86,8.72,17.9,1,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/7/10,,60,82,6.26,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/7/11,,65,89,9.4,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/7/12,,73,92,10.29,19.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,2011/7/13,,66,87,6.71,23,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2011/7/14,,63,76,10.96,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/7/15,,60,84,6.26,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/7/16,,61,84,5.82,17,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/7/17,,66,89,11.18,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/7/18,,72,89,8.28,17,1,,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/7/19,,70,89,4.92,13,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/7/20,,65,89,7.83,21,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/7/21,,71,91,11.63,23.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/7/22,,76,101,8.5,19.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/7/23,,71,88,5.37,16.1,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2011/7/24,,69,84,4.92,14.1,,,1,,,,,,,,,,,,1,,,,,
USW00014765,2011/7/25,,64,73,3.58,10.1,1,,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/7/26,,65,79,5.14,19.9,1,,1,,,,,,,,,,,,1,,,,,
USW00014765,2011/7/27,,64,84,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/7/28,,67,84,4.92,13,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/7/29,,69,80,8.95,17.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2011/7/30,,70,89,9.17,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/7/31,,65,89,6.26,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/1,,68,91,7.16,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/2,,68,90,7.61,19.9,,,1,,,,,1,,,,,,,1,,,,,
USW00014765,2011/8/3,,64,82,5.82,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/4,,64,83,7.16,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/5,,66,81,6.93,16.1,,,,,,,,,,,,,1,,,,,,,
USW00014765,2011/8/6,,70,86,9.17,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/8/7,,70,78,8.95,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/8/8,,70,89,3.8,15,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2011/8/9,,68,81,8.05,17.9,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2011/8/10,,68,86,6.71,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/8/11,,63,82,6.26,17,1,1,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/8/12,,59,82,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/13,,62,84,5.14,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/14,,69,74,5.82,15,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/8/15,,62,71,10.07,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/8/16,,61,74,6.26,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/17,,60,84,5.14,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/18,,63,85,7.83,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/8/19,,68,85,7.16,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2011/8/20,,68,84,7.16,15,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2011/8/21,,66,85,9.84,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/8/22,,64,79,10.51,23,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/8/23,,58,78,6.04,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/24,,59,79,9.17,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/25,,68,84,11.63,23.9,,,1,,,,,,,,,,,,,,,,,
USW00014765,2011/8/26,,69,85,4.92,14.1,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/8/27,,67,76,5.37,17,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/8/28,,65,77,25.5,42.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2011/8/29,,59,79,7.38,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/30,,57,80,3.58,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/8/31,,58,83,2.68,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/1,,59,79,4.92,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/2,,58,77,6.26,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/3,,60,82,8.05,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/4,,67,82,8.5,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/5,,67,83,10.96,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/6,,58,74,9.62,28,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/9/7,,58,65,9.62,14.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/9/8,,59,67,8.05,17,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,2011/9/9,,60,80,7.83,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/10,,56,78,5.82,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/11,,52,71,5.82,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/12,,62,81,5.14,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/13,,62,82,8.72,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/9/14,,67,85,8.28,17.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2011/9/15,,52,83,9.62,23.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/9/16,,47,65,7.61,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/17,,46,65,5.59,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/18,,51,68,10.07,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/19,,48,69,5.14,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/20,,52,67,5.82,16.1,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2011/9/21,,58,75,6.26,17,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2011/9/22,,66,73,4.25,12.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/9/23,,68,73,4.03,12.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/9/24,,69,80,6.04,13,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/9/25,,68,82,2.46,6.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/9/26,,65,83,2.91,8.9,1,1,,,,,,,,,,1,,,,,,,,
USW00014765,2011/9/27,,64,80,4.25,14.1,1,1,,,,,,1,,,,1,,,,,,,,
USW00014765,2011/9/28,,62,76,7.83,17,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/9/29,,62,77,7.61,17,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,2011/9/30,,56,76,8.5,21,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2011/10/1,,59,74,4.92,15,,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/10/2,,53,70,4.7,13,,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/10/3,,52,67,4.25,13,,,,,,,,,,,,1,,,1,,,,,
USW00014765,2011/10/4,,54,67,8.5,17,,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2011/10/5,,45,68,11.41,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/10/6,,42,64,8.5,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/10/7,,40,62,4.03,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/10/8,,49,80,5.37,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/10/9,,55,86,5.82,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/10/10,,54,84,5.59,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011/10/11,,54,71,6.26,12.1,,,,,,,,,,,,,,,,,,,,
